Course Number,Course Title,Formerly Known,Last Approved Date,Last Edit Date,Long Course Title,Short Course Title,Effective Term,Equivalent Courses,Course Syllabus Links,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Comments,Reviewer Comments,Status Head
BISC 2334W,Integrative Biology of Fishes,,04/02/19 4:07 am,03/23/19 2:39 pm,Integrative Biology of Fishes,Integrative Biology of Fishes,Fall 2019,BISC 2334 - Integrative Biology of Fishes,"[""https://next.bulletin.gwu.edu/courseadmin/9987/FINAL%20Syllabus%20for%20Courseleaf%20'BISC%202334W%20Fall%202017.doc""]",,,,,,,,
BISC 2337W,Introductory Microbiology,,05/13/20 4:09 am,05/11/20 3:58 pm,Introductory Microbiology,Introductory Microbiology,Summer 2020,BISC 2337 - Introductory Microbiology Laboratory,['https://next.bulletin.gwu.edu/courseadmin/732/BISC%202337W.doc'],,,,,,,,
BISC 2454W,General Ecology,,04/18/16 5:35 am,01/07/16 1:45 pm,General Ecology,General Ecology,Fall 2016,,[],,,,,,,,Course Deactivation Proposal
BISC 2580W,Biotechnology,,04/02/19 4:05 am,02/02/19 1:02 pm,Biotechnology,Biotechnology,Fall 2019,,['https://next.bulletin.gwu.edu/courseadmin/742/BISC%202580W%20Biotechnology%20WID%202014%20Syllabus.doc'],,,,,,,,Course Deactivation Proposal
BISC 3122W,Human Physiology,,,11/04/15 2:43 pm,Human Physiology,Human Physiology,Spring 2016,BISC 3122 - Human Physiology,['https://next.bulletin.gwu.edu/courseadmin/9984/BISC%202322%20Physiology%20Spring%202015.pdf'],,,,,,Please delete this course.,"rkp (07/09/15 2:16 pm): Rollback: not to be offered
Elizabeth Chacko (echacko) (11/04/15 2:43 pm): Rollback: Randy or Caitlin: Could you please tag this as a course that needs to be deactivated in Courseleaf rather than a new proposal? I would be happy to approve the deactivation.","New Course Proposal
Changes saved but not submitted"
BISC 3215,Genome Editing Laboratory,,12/11/21 4:06 am,07/06/23 11:57 am,Genome Editing Laboratory,Genome Editing Lab,,BISC 2215 - Genome Editing Laboratory,['https://next.bulletin.gwu.edu/courseadmin/11942/BISC%203215W%20Spring%202022%20Syllabus%20Final.pdf'],,,,,,,,Changes saved but not submitted
BISC 3263W,Special Topics in Biochemistry,,04/18/16 5:31 am,01/07/16 2:09 pm,Special Topics in Biochemistry,Special Topics in Biochemistry,Fall 2016,,[],,,,,,,,Course Deactivation Proposal
BISC 3450W,Evolutionary Medicine,,05/13/20 4:10 am,05/11/20 3:41 pm,Evolutionary Medicine,Evolutionary Medicine,Summer 2020,,['https://next.bulletin.gwu.edu/courseadmin/773/BiSc%203450W%20Evolutionary%20MedicineSyllabus.docx'],,,,,,,,
BISC 3460W,Conservation Biology,,07/31/19 4:09 am,11/14/23 3:31 pm,Conservation Biology,Conservation Biology,Fall 2024,BISC 3460 - Conservation Biology,['https://next.bulletin.gwu.edu/courseadmin/12122/Syllabus%202020%20WID%20version%20BISC%203460.docx'],,,,ESIA: BS Advanced STEM Requirement (ESTM),,,,Changes saved but not submitted
BISC 4132W,Advanced Cellular-Molecular Biology WID,,,06/13/18 1:59 pm,Advanced Cellular-Molecular Biology WID,,Spring 2019,,[],,,,,,,,"New Course Proposal
Changes saved but not submitted"
BISC 4171W,Undergraduate Research,,07/11/18 4:05 am,06/25/18 1:09 pm,Undergraduate Research,Undergraduate Research,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/775/GW_Syllabus_Template_updatedNov2016.docx'],,,,,,,,
BISC 4172W,Biological Science Independent Study,,,05/11/18 1:41 pm,Biological Science Independent Study,Independent Study,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/11088/Independent%20Study_WID%202-1-18.docx'],,,,,,Updates to syllabus have been highlighted in yellow. Thank you!,"Gil Huerta (ghuerta) (01/02/18 1:34 pm): Daina Eglitis' syllabus for BISC 4172W - Independent Study was approved by Gordon Mantler on 12/13/17. New iterations of this course--under different faculty--should have their syllabus reviewed by WID in advance.
candaceg (01/03/18 12:41 pm): Rollback: please add grade delineations, the average amount of time spent out of class to the syllabus. syllabus template attached
candaceg (02/06/18 9:40 am): Rollback: Please add the average amount of time spent on out of class learning to your syllabus. Additionally, please replace the ucc statement with the mental health statement.
Elizabeth Chacko (echacko) (03/09/18 12:55 pm): Rollback: Returned to BISC at the request of the Chair.
Elizabeth Chacko (echacko) (03/09/18 1:34 pm): Course title was changed by department.
Robert Donaldson (robdon) (03/29/18 3:08 pm): Rollback: The faculty wants to keep the name ""Independent Study"" for 4172.
Gordon Mantler (gomantler) (04/11/18 1:56 pm): Rollback: The course should be named Biological Science Writing, per the resolution coming out of the meeting with CCAS deans. Also, this course should be 3 credits only, not for variable credit, per WID credit requirements set in the 2018-19 Bulletin.
Robert Donaldson (robdon) (05/11/18 1:41 pm): Rollback: Biology faculty did not approve name change, nor 3 credit requirement. Thus, we withdraw the 4172W proposal. RPD","New Course Proposal
Changes saved but not submitted"
BISC 4180W,Undergraduate Research Seminar,,07/31/19 4:09 am,07/28/19 8:37 am,Undergraduate Research Seminar,Undergraduate Research Seminar,Spring 2020,BISC 4180 - Undergraduate Research Seminar,['https://next.bulletin.gwu.edu/courseadmin/12135/BISC%204180W%20Syllabus%20Spring%202020.docx'],,,,,,,,
ECE 3915W,Electrical and Computer Engineering Capstone Project Lab I,,02/09/17 4:02 am,02/14/18 9:45 am,Electrical and Computer Engineering Capstone Project Lab I,ECE Capstone Project Lab I,Fall 2018,,['https://next.bulletin.gwu.edu/courseadmin/2413/ECE%203915W%20Syllabus.docx'],,,,,,Changes: New syllabus; previous syllabus outdated. Course Description language changed.,"Gordon Mantler (gomantler) (02/03/18 10:29 am): Rollback: Rolling back until we have more discussion about the WID elements of this course -- per my comments from earlier in January. Thank you.
Suresh Subramaniam (suresh) (02/14/18 9:45 am): Rollback: Resubmit next round after WID issue is resolved.",Changes saved but not submitted
BME 4920W,Biomedical Engineering Capstone Project Lab II,ECE 4920,06/26/18 4:03 am,06/25/18 3:43 pm,Biomedical Engineering Capstone Project Lab II,BME Capstone Project Lab II,Fall 2018,ECE 4920W - Electrical and Computer Engineering Capstone Project Lab II,['https://next.bulletin.gwu.edu/courseadmin/8910/BME%204920W.pdf'],,,,,,,,
BME 4925W,Biomedical Engineering Capstone Project Lab III,,09/09/23 4:02 am,09/08/23 2:09 pm,Biomedical Engineering Capstone Project Lab III,BME Capstone Project Lab III,Fall 2023,,['https://next.bulletin.gwu.edu/courseadmin/8911/BME%204925W%202016.docx'],University general education: Oral communication (CCOM),,,,,,,
CAH 4109W,Topics in Ancient Art and Archaeology,,,12/07/22 3:55 pm,Topics in Ancient Art and Archaeology,Topics: Ancient Art/Archeology,Summer 2023,"AH 4109 - Topics in Ancient Art and Archaeology
CLAS 3115 - Topics in Ancient Art and Archaeology",['https://next.bulletin.gwu.edu/courseadmin/26604/Rome_Then%26Now.docx'],,,,,,,Gabrielle Wingate (gwingate) (01/30/23 4:03 pm): Rollback: Department requested to have course sent back for updates.,New Course Proposal
CAH 2001W,Special Topics,,12/17/18 4:08 am,12/09/18 12:52 pm,Special Topics,Special Topics,Spring 2019,AH 2001W - Special Topics,['https://next.bulletin.gwu.edu/courseadmin/11388/CAH%202001W%20Special%20Topics.pdf'],,,,ESIA: Humanities (ESHC),,,Gina Harris (gharris) (12/09/18 12:52 pm): changing effective term from fall 2018 to spring 2019 at C. Beil's step.,
CAH 2162W,History of Photography,,08/28/20 4:05 am,08/27/20 1:19 pm,History of Photography,History of Photogrphy,Fall 2020,AH 2162W - History of Photography,"['https://next.bulletin.gwu.edu/courseadmin/11395/rubric_cah2162.xlsx', 'https://next.bulletin.gwu.edu/courseadmin/11395/gpac_checklist_cah2162.pdf', 'https://next.bulletin.gwu.edu/courseadmin/11395/CAH%202162W%20History%20of%20Photography%205-23-20.docx']",,CCAS G-PAC: Arts (CAA),,ESIA: Humanities (ESHC),,This course is approved for GPAC for the marked attributes under AH 2162W. The content of the course remains identical. Please update GPAC course listings to reflect this course code change.,"Elizabeth Chacko (echacko) (12/04/18 2:15 pm): Please put the average in-class learning per credit hour in its entirety in syllabus.
Elizabeth Chacko (echacko) (12/04/18 2:16 pm): Rollback: Need entire statement on average time in classroom per credit hour.
Kym Rice (kym) (03/19/19 12:47 pm): Rollback: See Elizabeth's comments
Andy Johnson (ajdrink) (03/02/20 10:38 am): Credit hour policy language has been added to the new syllabus.
Phil Troutman (trout) (04/27/20 3:45 pm): Emailed Prof. Obler for revised syllabus with peer response & 40% course grade on writing; I can attach.
Phil Troutman (trout) (05/23/20 4:36 pm): Attaching revised syllabus with Prof. Obler's permission; updated for WID requirements; approving for WID.",
CAH 3105W,Topics in Ancient Art and Archaeology,CAH 3105,04/07/23 4:03 am,04/06/23 11:42 am,Topics in Ancient Art and Archaeology,Topics in Ancient Art/Archeol,Summer 2023,"CLAS 3115 - Topics in Ancient Art and Archaeology
AH 3105 - Topics in Ancient Art and Archaeology",['https://next.bulletin.gwu.edu/courseadmin/11404/DiscoveringThe%20Romans_SyllabusFallNew%20(1).docx'],,,,,,,"Phil Troutman (trout) (02/26/23 10:41 am): Attaching sample syllabus & WID special topics template to guide future courses taught under this number. Approving for WID.
Mary Coughlin (coughlin) (02/28/23 10:59 am): Rollback: I'm confused why the learning outcomes are for South Asian art history (could these be made more general so work for any class topic?). The submitted syllabus on Roman art history is missing university policies and supports.
Phil Troutman (trout) (03/03/23 8:20 am): Rollback: Objectives on CL refer to wrong area.",
CAH 3114W,Art of the Book in the Medieval Muslim World,AH 3114W,06/14/19 4:12 am,05/29/21 9:54 am,Art of the Book in the Medieval Muslim World,Islamic Art of the Book,Fall 2020,"IAFF 3190 - Special Topics in International Affairs
IAFF 6118 - Special Topics in International Affairs","['https://next.bulletin.gwu.edu/courseadmin/11928/WID%20Course%20Proposal%20Form%20(Updated%202018).docx', 'https://next.bulletin.gwu.edu/courseadmin/11928/CAH%203114W-%20Islamic%20Art%20of%20the%20Book%20WID%20Syllabus_edited_7-10.docx', 'https://next.bulletin.gwu.edu/courseadmin/11928/CAH%203114W-%20Islamic%20Art%20of%20the%20Book%20WID%20Syllabus_2020_11_11.docx']",,,,ESIA: Humanities (ESHC),Corcoran UG Arts and Design (CSAD),"Syllabus has been updated to reflect 14-week schedule with 15th week as final exam.

The Humanities designation has been removed. I believe that was indicated erroneously as the course is not being submitted as GPAC at this time.","Phil Troutman (trout) (04/27/20 4:19 pm): Reviewed; meets all WID criteria explicitly.
Susan DeCicco (susandecicco) (04/28/20 3:19 pm): Rollback: Hello. With regards to the syllabus: The semester schedule should list a total of 15 weeks; 14 weeks of lecture and 1 week for the final. Thank you.
Susan DeCicco (susandecicco) (07/10/20 3:08 pm): Rollback: Hello. The Humanities attribute listed in the proposal will need to be submitted for review and approval by the GPAC Committee and included in the syllabus. Thank you- Susan
Susan Sterner (ssterner) (11/11/20 12:24 pm): Rollback: Hi Andy -- Please see the email about ESIA Humanitioes documentation. Thank you, Susan",Changes saved but not submitted
CAH 3122W,Topics in Early Northern Renaissance Art and Architecture,,05/29/20 4:05 am,05/20/20 3:39 pm,Topics in Early Northern Renaissance Art and Architecture,Art/Arch:Early-N.Renaissance,Fall 2020,AH 3122W - Topics in Early Northern Renaissance Art and Architecture,"['https://next.bulletin.gwu.edu/courseadmin/11416/CAH%203122W%20Topics%20in%20Early%20N%20Renaissance.docx', 'https://next.bulletin.gwu.edu/courseadmin/11416/CAH%203122W%20BvB%20Syllabus%20WID%2029apr20%20France%20Circa%201400.docx']",,,,ESIA: Humanities (ESHC),,,"Phil Troutman (trout) (04/27/20 4:11 pm): Emailed Prof. von Barghahn for revised syllabus, esp. re: peer response.
Phil Troutman (trout) (04/29/20 4:01 pm): Adding current/revised syllabus (w/ all WID criteria) with department's permission; keeping earlier syllabus as well, which has course calendar. Approving for WID.",
CAH 3123W,Topics in Northern Renaissance Art and Architecture,,05/29/20 4:05 am,05/20/20 3:36 pm,Topics in Northern Renaissance Art and Architecture,Topics:N.Renaissance-Art/Arch,Fall 2020,AH 3123W - Topics in Northern Renaissance Art and Architecture,['https://next.bulletin.gwu.edu/courseadmin/11418/CAH%203123W%20BvB%20Syllabus%20WID%2029apr20%20France%20Circa%201450.docx'],,,,ESIA: Humanities (ESHC),,,"Phil Troutman (trout) (04/27/20 4:15 pm): Emailed Prof. von Barghahn for revised syllabus, esp. re: peer response. Corrected Types from ""B-L"" to ""Lecture"" (CL would not let me save this edit b/c of that error. If not ""Lecture,"" that should be corrected to the appropriate category. CAH 3122 was ""Lecture"" so I chose that.)
Phil Troutman (trout) (04/29/20 4:02 pm): Adding current/revised syllabus (w/ all WID criteria) with department's permission; keeping earlier syllabus as well, which has course calendar. Approving for WID.
Phil Troutman (trout) (04/29/20 4:03 pm): Correction: deleting older syllabus, which was very dated.",
CAH 3134W,Topics in Spanish and Portuguese Art Through the Sixteenth Century,,09/12/18 4:08 am,09/11/18 11:16 am,Topics in Spanish and Portuguese Art Through the Sixteenth Century,Topics:SpanPortArt/Arch-16thC,Fall 2018,"AH 3134 - Topics in Spanish and Portuguese Art through the Sixteenth Century
AH 3134W - Topics in Spanish and Portuguese Art through the Sixteenth Century",['https://next.bulletin.gwu.edu/courseadmin/11422/CAH%203134W%20Topics%20in%20Spanish%20and%20Portuguese%20Art%20through%20the%20Sixteenth%20Century.doc'],,,,,,,,
CAH 3141,European Art of the Early Nineteenth Century,,08/08/20 4:06 am,07/30/20 1:25 pm,European Art of the Early Nineteenth Century,European Art Early 19th Cent,Fall 2020,"AH 3141 - European Art of the Early Nineteenth Century
AH 3141W - European Art of the Early Nineteenth Century","['https://next.bulletin.gwu.edu/courseadmin/11425/CAH%203141%20EUROPEAN%20ART%20OF%20THE%20EARLY%20NINETEENTH%20CENTURY.doc', 'https://next.bulletin.gwu.edu/courseadmin/11425/CAH%203141W_%20European%20Art%20of%20the%20Early%20Nineteenth%20Century.doc']",,,,ESIA: European and Eurasia concentration (ERCC),,,,
CAH 3142,European Art of the Late Nineteenth Century,,11/21/20 4:06 am,09/25/20 11:05 am,European Art of the Late Nineteenth Century,EuropeanArt-Late19thCen,Spring 2021,,['https://next.bulletin.gwu.edu/courseadmin/11427/CAH%203142%20European%20Art%20of%20the%20Late%2019th%20Century.doc'],,,,,,,,
CAH 3143W,Early Twentieth-Century Art,,08/08/20 4:06 am,08/05/20 12:21 pm,Early Twentieth-Century Art,Early Twentieth Century Art,Fall 2020,"AH 3143 - Early Twentieth-Century Art
CAH 3143 - Early Twentieth-Century Art
AH 3143W - Early Twentieth-Century Art",['https://next.bulletin.gwu.edu/courseadmin/11430/CAH%203143W%20Early%20Twentieth-Century%20Art.pdf'],,,,,,,,
CAH 3146W,Modern Architecture in Europe and America,,08/28/20 4:05 am,08/27/20 1:21 pm,Modern Architecture in Europe and America,ModernArch in Europe/America,Fall 2020,"AH 3146W - Modern Architecture in Europe and America
CAH 3146 - Modern Architecture in Europe and America",['https://next.bulletin.gwu.edu/courseadmin/11432/CAH3146W%20revised%20Mod%20Archit%20in%20Europe%20Fall%202019.pdf'],,,,,,,"Phil Troutman (trout) (04/27/20 4:08 pm): Emailed Prof. Jacks for new syllabus. The current one attached here (not his) does not meet WID criteria.
Phil Troutman (trout) (04/29/20 12:48 pm): Attaching revised syllabus (WID criteria all present) with department's permission; approving.",
CAH 3150W,Theories and History of Graphic Design,,07/31/19 4:08 am,07/26/19 11:42 am,Theories and History of Graphic Design,Theory/HistoryofGraphicDesign,Fall 2019,,['https://next.bulletin.gwu.edu/courseadmin/11910/CAH%203150W%20History%20of%20GD_WIDProposal-revised.docx'],,,,,,,,
CAH 3165W,Later Twentieth-Century Art,,07/31/19 4:07 am,07/26/19 11:47 am,Later Twentieth-Century Art,Later Twentieth-Century Art,Fall 2018,"AH 3165 - Later Twentieth-Century Art
AH 3165W - Later Twentieth-Century Art
CAH 3165 - Later Twentieth-Century Art",['https://next.bulletin.gwu.edu/courseadmin/11438/CAH%203165W%20Later%2020th%20Century%20Art.docx'],,,,,,,,
CAH 3182W,Special Topics in South Asian Art,,08/02/19 4:06 am,08/01/19 9:04 am,Special Topics in South Asian Art,Topics: South Asian Art,Fall 2019,"AH 3182 - Special Topics in South Asian Art
AH 3182W - Special Topics in South Asian Art
CAH 3182 - Special Topics in South Asian Art",['https://next.bulletin.gwu.edu/courseadmin/11442/CAH%203182W%20WID_Indian%20Painting%20Jan%202017%20update.docx'],,,,,,,,
CAH 4150W,Seminar in Modern Art,,08/28/20 4:06 am,08/27/20 1:23 pm,Seminar in Modern Art,Seminar Modern Art W,Fall 2020,"AH 4150 - Seminar in Modern Art
AH 4150W - Seminar in Modern Art
CAH 4150 - Seminar in Modern Art",['https://next.bulletin.gwu.edu/courseadmin/11449/CAH%204150W%20Seminar%20in%20Modern%20Art.pdf'],,,,ESIA: Humanities (ESHC),,,"Elizabeth Chacko (echacko) (12/05/18 2:37 pm): Rollback: Statement on average minimum amount of out-of-class or independent learning expected per week is incomplete. Please go ahead and copy and paste from syllabus template.
Andy Johnson (ajdrink) (03/02/20 11:54 am): Statement on average minimum amount of out-of-class or independent learning expected per week is fully included.
Phil Troutman (trout) (04/28/20 12:00 am): Approving; WID components all present.",
